stem_id,plot,date,location,species,dbh,canopy,genus_species,common_name,functional_group,notes
1008,6,5/19/2021,2,LIST,3.7,S,,,,
1009,6,5/19/2021,2,LIST,9.5,S,,,,
1010,6,5/19/2021,2,LIST,4.5,S,,,,
1011,6,5/19/2021,2,QUFA,29.3,I,,,,
1012,6,5/19/2021,2,PITA,32.7,I,,,,
1013,6,5/19/2021,E,QUFA,22.1,I,,,,
1014,6,5/19/2021,2,PRUNUS,7.5,S,,,,
1015,6,5/19/2021,2,PITA,30.9,C,,,,
1016,6,5/19/2021,2,PRUNUS,9.3,S,,,,
1017,6,5/19/2021,2,QUFA,27,C,,,,
1018,6,5/19/2021,2,QUFA,23.6,C,,,,
1019,6,5/19/2021,2,QUFA,29,C,,,,
1020,6,5/19/2021,2,QUNI,10,S,,,,
1021,6,5/19/2021,2,LIST,5.8,S,,,,
1022,6,5/19/2021,2,CARYA,3.5,S,,,,
1023,6,5/19/2021,E,LIST,16,I,,,,
1024,6,5/19/2021,E,QUFA,38.1,C,,,,
1025,6,5/19/2021,E,QUAL,22,I,,,,
1026,6,5/19/2021,2,PIEC,28.8,C,,,,
1027,6,5/19/2021,2,QUAL,42.1,C,,,,
1028,6,5/19/2021,2,LIST,6,S,,,,
1029,6,5/19/2021,E,SW,26.4,S,,,,
1030,6,5/19/2021,E,SW,34.1,C,,,,
1031,6,5/19/2021,E,SW,29,I,,,,
1032,6,5/19/2021,2,PITA,26.2,C,,,,
1033,6,5/19/2021,2,PIEC,13.8,I,,,,
1034,6,5/19/2021,2,LIST,6,S,,,,
1035,6,5/19/2021,2,PIEC,12.9,I,,,,
1036,6,5/19/2021,2,PIEC,16.4,I,,,,
1037,6,5/19/2021,E,QUNI,14.9,I,,,,
1038,6,5/19/2021,FB,LIST,10.7,I,,,,
1039,6,5/19/2021,FB,PITA,34.7,C,,,,
1040,6,5/19/2021,FB,QUNI,3.5,S,,,,
1041,6,5/19/2021,FB,PITA,15.5,S,,,,
1042,6,5/19/2021,FB,PITA,21,I,,,,
1043,6,5/19/2021,FB,QUAL,22.8,C,,,,
1044,6,5/19/2021,3,LIST,1,S,,,,
1045,6,5/19/2021,3,QUAL,14.3,I,,,,
1046,6,5/19/2021,3,QUNI,5.8,S,,,,
1047,6,5/19/2021,3,PRUNUS,7.1,S,,,,
1048,6,5/19/2021,3,QUAL,35.6,C,,,,
1049,6,5/19/2021,E,LIST,37.6,C,,,,
1050,6,5/19/2021,3,PRUNUS,7.9,I,,,,
1051,6,5/19/2021,3,QUNI,8,I,,,,
1052,6,5/19/2021,3,PITA,14.2,I,,,,
1053,6,5/19/2021,3,QUNI,7.2,I,,,,
1054,6,5/19/2021,3,PIEC,20,I,,,,
1055,6,5/19/2021,3,NYSY,9.9,I,,,,
1056,6,5/19/2021,3,LIST,26.6,C,,,,
1057,6,5/19/2021,3,QUNI,21.5,C,,,,
1058,6,5/19/2021,3,QUAL,3.7,S,,,,
1059,6,5/19/2021,3,QUNI,8.5,I,,,,
1060,6,5/19/2021,3,PIEC,15,I,,,,
1061,6,5/19/2021,E,PITA,41,C,,,,
1062,6,5/19/2021,E,FAGR,12.9,I,,,,
1063,6,5/19/2021,E,PITA,23.3,C,,,,
1064,6,5/19/2021,3,VACCI,8,S,,,,
1065,6,5/19/2021,3,VACCI,2.5,S,,,,
1066,6,5/19/2021,3,VACCI,2.5,S,,,,
1067,6,5/19/2021,3,VACCI,2.5,S,,,,
1068,6,5/19/2021,3,QUNI,5.8,I,,,,
1069,6,5/19/2021,3,LIST,9.8,S,,,,
1070,6,5/19/2021,3,PITA,32.1,C,,,,
1071,6,5/19/2021,3,PIEC,13.9,S,,,,
1072,6,5/19/2021,3,QUNI,7.2,S,,,,
1073,6,5/19/2021,3,QUNI,13.2,I,,,,
1074,6,5/19/2021,3,LIST,22,C,,,,
1075,6,5/19/2021,3,QUAL,4.7,S,,,,
1076,6,5/19/2021,3,PRUNUS,16.9,I,,,,
1077,6,5/19/2021,3,PITA,22.1,C,,,,
1078,6,5/19/2021,3,LIST,2.5,S,,,,
1079,6,5/19/2021,3,PIEC,13,I,,,,
1080,6,5/19/2021,3,QUNI,12.5,I,,,,
1081,6,5/19/2021,E,PITA,20.8,C,,,,
1082,6,5/19/2021,E,LIST,17.5,I,,,,
1083,6,5/19/2021,3,LIST,22.5,C,,,,
1084,6,5/19/2021,E,QUNI,32,C,,,,
1085,6,5/19/2021,3,QUNI,13.1,I,,,,
1086,6,5/19/2021,FB,QUNI,4.7,S,,,,
1087,6,5/19/2021,FB,PITA,27,C,,,,
1088,6,5/19/2021,FB,QUNI,16,I,,,,
1089,6,5/19/2021,4,LIST,7,S,,,,
1090,6,5/19/2021,4,LIST,5.8,S,,,,
1091,6,5/19/2021,4,JUVI,25.8,I,,,,
1092,6,5/19/2021,4,PITA,12.5,I,,,,
1093,6,5/19/2021,4,QUNI,5,S,,,,
1094,6,5/19/2021,4,PITA,27.8,I,,,,
1095,6,5/19/2021,4,PITA,40.3,C,,,,
1096,6,5/19/2021,4,QUNI,4.5,S,,,,
1097,6,5/19/2021,4,QUAL,4.8,S,,,,
1098,6,5/19/2021,4,QUNI,9,I,,,,
1099,6,5/19/2021,4,LIST,10,I,,,,
1100,6,5/19/2021,4,PRUNUS,7.7,S,,,,
1101,6,5/19/2021,4,LIST,1,S,,,,
1102,6,5/19/2021,4,LIST,1,S,,,,
1103,6,5/19/2021,4,LIST,1,S,,,,
1104,6,5/19/2021,4,LIST,1,S,,,,
1105,6,5/19/2021,4,LIST,1,S,,,,
1106,6,5/19/2021,4,VACCI,1,S,,,,
1107,6,5/19/2021,4,VACCI,1,S,,,,
1108,6,5/19/2021,4,VACCI,1,S,,,,
1109,6,5/19/2021,4,VACCI,1,S,,,,
1110,6,5/19/2021,4,PITA,29.5,C,,,,
1111,6,5/19/2021,4,PITA,21,C,,,,
1112,6,5/19/2021,4,ACRU,19.2,I,,,,
1113,6,5/19/2021,4,PITA,33.4,C,,,,
1114,6,5/19/2021,4,PRUNUS,9,S,,,,
1115,6,5/19/2021,4,LIST,7,S,,,,
1116,6,5/19/2021,4,LITU,22.6,I,,,,
1117,6,5/19/2021,4,LIST,10.9,I,,,,
1118,6,5/19/2021,4,QUNI,8,I,,,,
1119,6,5/19/2021,4,PITA,8.5,I,,,,
1120,6,5/19/2021,4,PITA,26.3,C,,,,
1121,6,5/19/2021,4,PITA,11.5,I,,,,
1122,6,5/19/2021,4,PITA,13.7,I,,,,
1123,6,5/19/2021,E,NYSY,6.8,S,,,,
1124,6,5/19/2021,E,PRUNUS,14.9,I,,,,
1125,6,5/19/2021,4,LIST,13,I,,,,
1126,6,5/19/2021,4,VACCI,5,S,,,,
1127,6,5/19/2021,4,VACCI,5,S,,,,
1128,6,5/19/2021,4,LIST,7.8,I,,,,
1129,6,5/19/2021,4,PITA,9.7,I,,,,
1130,6,5/19/2021,4,PRUNUS,7.1,S,,,,
1131,6,5/19/2021,4,PITA,15.9,I,,,,
1132,6,5/19/2021,4,QUFA,9.6,I,,,,
1133,6,5/19/2021,4,QUNI,4.5,S,,,,
1134,6,5/19/2021,4,LIST,3.3,S,,,,
1135,6,5/19/2021,4,PITA,40.7,C,,,,
1136,6,5/19/2021,4,PITA,8.2,I,,,,
1137,6,5/19/2021,4,PITA,32.1,C,,,,
1138,6,5/19/2021,4,PITA,15.5,I,,,,
1139,6,5/19/2021,4,PIEC,14.6,I,,,,
1140,6,5/19/2021,4,LIST,2.5,S,,,,
1141,6,5/19/2021,4,LIST,2.5,S,,,,
1142,6,5/19/2021,E,QUFA,9.1,I,,,,
1143,6,5/19/2021,E,LIST,50.2,C,,,,
1144,6,5/19/2021,E,PITA,32.2,C,,,,
1145,6,5/19/2021,FB,PIEC,9.4,I,,,,
1146,6,5/19/2021,FB,PITA,6.8,I,,,,
1147,6,5/19/2021,FB,PRUNUS,10.5,I,,,,
1148,6,5/19/2021,FB,PIEC,20.5,I,,,,
1149,7,5/19/2021,1,QUNI,31.6,C,,,,
1150,7,5/19/2021,1,QUNI,10.5,I,,,,
1151,7,5/19/2021,1,PITA,12.4,I,,,,
1152,7,5/19/2021,1,NYSY,11.5,I,,,,
1153,7,5/19/2021,1,LIST,21.2,C,,,,
1154,7,5/19/2021,1,LIST,21.3,C,,,,
1155,7,5/19/2021,1,PRUNUS,5.5,S,,,,
1156,7,5/19/2021,1,ACRU,7,I,,,,
1157,7,5/19/2021,1,PITA,4.5,S,,,,
1158,7,5/19/2021,1,LIST,4.9,S,,,,
1159,7,5/19/2021,1,QUAL,12.5,S,,,,
1160,7,5/19/2021,1,LIST,24.4,C,,,,
1161,7,5/19/2021,1,LIST,2.5,S,,,,
1162,7,5/19/2021,1,PITA,13,I,,,,
1163,7,5/19/2021,1,QUNI,8.5,S,,,,
1164,7,5/19/2021,1,PITA,25.3,C,,,,
1165,7,5/19/2021,1,QUNI,14.1,I,,,,
1166,7,5/19/2021,1,LIST,9.4,S,,,,
1167,7,5/19/2021,1,LIST,12.5,I,,,,
1168,7,5/19/2021,1,PITA,8.5,S,,,,
1169,7,5/19/2021,1,VACCI,1.5,S,,,,
1170,7,5/19/2021,1,VACCI,1.5,S,,,,
1171,7,5/19/2021,1,VACCI,1.5,S,,,,
1172,7,5/19/2021,1,VACCI,1.5,S,,,,
1173,7,5/19/2021,1,VACCI,1.5,S,,,,
1174,7,5/19/2021,1,VACCI,3.5,S,,,,
1175,7,5/19/2021,1,VACCI,5,S,,,,
1176,7,5/19/2021,1,ACRU,7.3,S,,,,
1177,7,5/19/2021,E,QUNI,26.2,C,,,,
1178,7,5/19/2021,1,ACRU,8.1,S,,,,
1179,7,5/19/2021,1,PRUNUS,10.5,I,,,,
1180,7,5/19/2021,1,QUNI,17.1,I,,,,
1181,7,5/19/2021,1,VACCI,1,S,,,,
1182,7,5/19/2021,1,VACCI,1,S,,,,
1183,7,5/19/2021,1,PITA,33,C,,,,
1184,7,5/19/2021,1,PIEC,17.1,I,,,,
1185,7,5/19/2021,1,PRUNUS,12.8,I,,,,
1186,7,5/19/2021,1,ULAL,8.6,I,,,,
1187,7,5/19/2021,FB,PITA,23.2,I,,,,
1188,7,5/19/2021,FB,LIST,5,S,,,,
1189,7,5/19/2021,FB,LITU,25.9,I,,,,
1190,7,5/19/2021,FB,LIST,5,S,,,,
1191,7,5/19/2021,2,PITA,43.5,C,,,,
1192,7,5/19/2021,2,LIST,3,S,,,,
1193,7,5/19/2021,2,LIST,3.5,S,,,,
1194,7,5/19/2021,2,QUNI,9,S,,,,
1195,7,5/19/2021,2,PITA,33,C,,,,
1196,7,5/19/2021,2,PITA,14.5,I,,,,
1197,7,5/19/2021,2,LIST,3.7,S,,,,
1198,7,5/19/2021,2,QUNI,18.5,I,,,,
1199,7,5/19/2021,2,QUNI,13.3,I,,,,
1200,7,5/19/2021,2,QUNI,6.5,S,,,,
1201,7,5/19/2021,2,NYSY,4.8,S,,,,
1202,7,5/19/2021,2,NYSY,8.4,I,,,,
1203,7,5/19/2021,E,PITA,30.5,C,,,,
1204,7,5/19/2021,2,QUNI,20.2,I,,,,
1205,7,5/19/2021,2,LIST,3.3,S,,,,
1206,7,5/19/2021,2,LIST,6,S,,,,
1207,7,5/19/2021,2,PIEC,24,C,,,,
1208,7,5/19/2021,2,PIEC,11.3,I,,,,
1209,7,5/19/2021,2,LIST,9.5,I,,,,
1210,7,5/19/2021,2,PITA,12.2,I,,,,
1211,7,5/19/2021,2,LIST,2.7,S,,,,
1212,7,5/19/2021,2,PITA,40,C,,,,
1213,7,5/19/2021,2,PITA,4,S,,,,
1214,7,5/19/2021,2,PITA,11,S,,,,
1215,7,5/19/2021,2,LIST,32,I,,,,
1216,7,5/19/2021,2,PITA,41,C,,,,
1217,7,5/19/2021,2,DIVI,3.5,S,,,,
1218,7,5/19/2021,2,PITA,17.7,I,,,,
1219,7,5/19/2021,2,LIST,1.5,S,,,,
1220,7,5/19/2021,2,LIST,1.5,S,,,,
1221,7,5/19/2021,2,VACCI,2,S,,,,
1222,7,5/19/2021,2,VACCI,2,S,,,,
1223,7,5/19/2021,2,VACCI,2,S,,,,
1224,7,5/19/2021,2,VACCI,2,S,,,,
1225,7,5/19/2021,2,VACCI,2,S,,,,
1226,7,5/19/2021,2,VACCI,2,S,,,,
1227,7,5/19/2021,2,VACCI,2,S,,,,
1228,7,5/19/2021,2,LIST,17.4,I,,,,
1229,7,5/19/2021,E,PITA,24.2,I,,,,
1230,7,5/19/2021,E,PITA,24.8,I,,,,
1231,7,5/19/2021,E,PITA,30.1,C,,,,
1232,7,5/19/2021,E,PITA,29.6,C,,,,
1233,7,5/19/2021,2,DIVI,1.5,S,,,,
1234,7,5/19/2021,2,PITA,27,C,,,,
1235,7,5/19/2021,2,PIEC,17,I,,,,
1236,7,5/19/2021,2,VACCI,4,S,,,,
1237,7,5/19/2021,2,VACCI,6,S,,,,
1238,7,5/19/2021,2,QUNI,11.2,S,,,,
1239,7,5/19/2021,E,PITA,14.3,I,,,,
1240,7,5/19/2021,FB,NYSY,3.6,S,,,,
1241,7,5/19/2021,FB,PIEC,8,I,,,,
1242,7,5/19/2021,FB,VACCI,1.5,S,,,,
1243,7,5/19/2021,FB,VACCI,1.5,S,,,,
1244,7,5/19/2021,FB,VACCI,1.5,S,,,,
1245,7,5/19/2021,FB,VACCI,1.5,S,,,,
1246,7,5/19/2021,FB,VACCI,1.5,S,,,,
1247,7,5/19/2021,FB,PRUNUS,3.2,S,,,,
1248,7,5/19/2021,3,LIST,6.1,S,,,,
1249,7,5/19/2021,3,QUNI,16,I,,,,
1250,7,5/19/2021,3,LIST,5.2,S,,,,
1251,7,5/19/2021,3,QUNI,9.4,I,,,,
1252,7,5/19/2021,3,ACRU,12.4,I,,,,
1253,7,5/19/2021,3,QUNI,5,S,,,,
1254,7,5/19/2021,3,QUNI,11.5,I,,,,
1255,7,5/19/2021,3,PITA,6.4,S,,,,
1256,7,5/19/2021,E,PITA,7.3,S,,,,
1257,7,5/19/2021,E,LIST,33.4,C,,,,
1258,7,5/19/2021,E,PITA,33.3,C,,,,
1259,7,5/19/2021,3,LIST,1,S,,,,
1260,7,5/19/2021,3,LIST,1,S,,,,
1261,7,5/19/2021,3,VACCI,1,S,,,,
1262,7,5/19/2021,3,VACCI,1,S,,,,
1263,7,5/19/2021,3,VACCI,1,S,,,,
1264,7,5/19/2021,3,LIST,6,S,,,,
1265,7,5/19/2021,3,PRUNUS,10.7,I,,,,
1266,7,5/19/2021,3,NYSY,3.5,S,,,,
1267,7,5/19/2021,3,QUNI,10.2,I,,,,
1268,7,5/19/2021,3,NYSY,5.5,S,,,,
1269,7,5/19/2021,3,LIST,12.8,I,,,,
1270,7,5/19/2021,3,LIST,12.8,I,,,,
1271,7,5/19/2021,3,LIST,6.8,S,,,,
1272,7,5/19/2021,3,PITA,21,C,,,,
1273,7,5/19/2021,3,PITA,27,C,,,,
1274,7,5/19/2021,E,PITA,37.5,C,,,,
1275,7,5/19/2021,3,LIST,8,I,,,,
1276,7,5/19/2021,3,QUNI,15.5,I,,,,
1277,7,5/19/2021,3,PITA,21.8,I,,,,
1278,7,5/19/2021,3,PITA,5.6,S,,,,
1279,7,5/19/2021,3,PITA,35.6,C,,,,
1280,7,5/19/2021,3,VACCI,3.5,S,,,,
1281,7,5/19/2021,3,VACCI,8,S,,,,
1282,7,5/19/2021,3,PIEC,13.7,I,,,,
1283,7,5/19/2021,3,PIEC,7.5,I,,,,
1284,7,5/19/2021,3,LIST,14.9,I,,,,
1285,7,5/19/2021,3,QUFA,4,S,,,,
1286,7,5/19/2021,3,LIST,12.3,I,,,,
1287,7,5/19/2021,3,LIST,5.2,S,,,,
1288,7,5/19/2021,E,PITA,13,I,,,,
1289,7,5/19/2021,E,CARYA,6,S,,,,
1290,7,5/19/2021,E,CARYA,12,I,,,,
1291,7,5/19/2021,E,PITA,26.2,C,,,,
1292,7,5/19/2021,3,PIEC,9.4,I,,,,
1293,7,5/19/2021,3,PITA,4.6,S,,,,
1294,7,5/19/2021,E,PITA,27.9,I,,,,
1295,7,5/19/2021,3,QUNI,33.6,C,,,,
1296,7,5/19/2021,E,PITA,25,C,,,,
1297,7,5/19/2021,E,PITA,26.8,C,,,,
1298,7,5/19/2021,E,PIEC,23.9,C,,,,
1299,7,5/19/2021,FB,FAGR,8,S,,,,
1300,7,5/19/2021,FB,QUNI,15.9,I,,,,
1301,7,5/19/2021,FB,QUNI,7.3,S,,,,
1302,7,5/19/2021,FB,LIST,11,I,,,,
1303,7,5/19/2021,FB,VACCI,1.5,S,,,,
1304,7,5/19/2021,FB,VACCI,1.5,S,,,,
1305,7,5/19/2021,FB,VACCI,1.5,S,,,,
1306,7,5/19/2021,4,CARYA,2.6,S,,,,
1307,7,5/19/2021,4,PITA,30.2,C,,,,
1308,7,5/19/2021,4,PITA,38,C,,,,
1309,7,5/19/2021,4,ACRU,25,I,,,,
1310,7,5/19/2021,4,LIST,6.4,S,,,,
1311,7,5/19/2021,4,LIST,5.5,S,,,,
1312,7,5/19/2021,4,LIST,4.5,S,,,,
1313,7,5/19/2021,4,LIST,13.8,I,,,,
1314,7,5/19/2021,4,VACCI,2.5,S,,,,
1315,7,5/19/2021,4,VACCI,2.5,S,,,,
1316,7,5/19/2021,4,VACCI,4,S,,,,
1317,7,5/19/2021,4,QUNI,11.7,I,,,,
1318,7,5/19/2021,4,ACRU,8.4,S,,,,
1319,7,5/19/2021,4,LIST,12.8,S,,,,
1320,7,5/19/2021,4,LIST,13,S,,,,
1321,7,5/19/2021,4,ACRU,2.5,S,,,,
1322,7,5/19/2021,4,QUNI,14.5,I,,,,
1323,7,5/19/2021,4,LIST,24.7,I,,,,
1324,7,5/19/2021,4,LIST,11.5,S,,,,
1325,7,5/19/2021,4,PITA,35,C,,,,
1326,7,5/19/2021,4,LITU,16.6,I,,,,
1327,7,5/19/2021,4,LIST,22.8,I,,,,
1328,7,5/19/2021,4,QUNI,19.7,I,,,,
1329,7,5/19/2021,4,LIST,12.2,I,,,,
1330,7,5/19/2021,E,PITA,17.5,I,,,,
1331,7,5/19/2021,E,PITA,34.2,D,,,,
1332,7,5/19/2021,4,VACCI,4,S,,,,
1333,7,5/19/2021,4,VACCI,4,S,,,,
1334,7,5/19/2021,4,VACCI,4,S,,,,
1335,7,5/19/2021,4,NYSY,6.6,I,,,,
1336,7,5/19/2021,4,QUNI,4.4,S,,,,
1337,7,5/19/2021,4,ACRU,38.5,I,,,,
1338,7,5/19/2021,4,LIST,21.2,I,,,,
1339,7,5/19/2021,E,LIST,41.8,I,,,,
1340,7,5/19/2021,E,ACRU,18.5,I,,,,
1341,7,5/19/2021,E,ACRU,5.5,S,,,,
1342,7,5/19/2021,4,LIST,8.8,I,,,,
1343,7,5/19/2021,4,FAGR,1,S,,,,
1344,7,5/19/2021,4,VACCI,1,S,,,,
1345,7,5/19/2021,4,VACCI,1,S,,,,
1346,7,5/19/2021,4,VACCI,1,S,,,,
1347,7,5/19/2021,4,VACCI,1,S,,,,
1348,7,5/19/2021,E,PITA,42.6,C,,,,
1349,7,5/19/2021,4,PITA,12.6,I,,,,
1350,7,5/19/2021,4,LIST,5.5,S,,,,
1351,7,5/19/2021,4,LIST,13,I,,,,
1352,7,5/19/2021,E,PIEC,15.5,I,,,,
1353,7,5/19/2021,E,QUMO,24.8,I,,,,
1354,7,5/19/2021,E,LIST,35.1,C,,,,
1355,7,5/19/2021,4,LITU,10.5,I,,,,
1356,7,5/19/2021,E,PITA,40.5,C,,,,
1357,7,5/19/2021,FB,NYSY,11.1,I,,,,
1358,7,5/19/2021,FB,CARYA,9.5,I,,,,
1359,7,5/19/2021,FB,PITA,4.8,S,,,,
1360,7,5/19/2021,FB,VACCI,2.5,S,,,,
1361,7,5/19/2021,FB,VACCI,2.5,S,,,,
1362,7,5/19/2021,FB,VACCI,2.5,S,,,,
1363,8,5/20/2021,1,LIST,17.9,I,,,,
1364,8,5/20/2021,1,PIEC,13.2,I,,,,
1365,8,5/20/2021,1,LIST,1.8,S,,,,
1366,8,5/20/2021,1,LIST,1.8,S,,,,
1367,8,5/20/2021,1,LIST,1.2,S,,,,
1368,8,5/20/2021,1,LIST,17.9,I,,,,
1369,8,5/20/2021,1,QUNI,22.6,C,,,,
1370,8,5/20/2021,1,QUNI,22.2,C,,,,
1371,8,5/20/2021,1,VACCI,2.5,S,,,,
1372,8,5/20/2021,1,PRUNUS,7.3,S,,,,
1373,8,5/20/2021,1,FLAG,2.3,S,,,,
1374,8,5/20/2021,E,LIST,19.4,I,,,,
1375,8,5/20/2021,1,PRUNUS,6.5,S,,,,
1376,8,5/20/2021,1,QUNI,31.7,C,,,,
1377,8,5/20/2021,1,LIST,13.9,I,,,,
1378,8,5/20/2021,1,PITA,25.9,C,,,,
1379,8,5/20/2021,1,LIST,9.8,I,,,,
1380,8,5/20/2021,1,PIEC,24.4,C,,,,
1381,8,5/20/2021,1,PITA,22.7,C,,,,
1382,8,5/20/2021,1,LITU,28,C,,,,
1383,8,5/20/2021,1,LIST,14.5,I,,,,
1384,8,5/20/2021,1,QUNI,6.7,I,,,,
1385,8,5/20/2021,1,PIEC,30.9,C,,,,
1386,8,5/20/2021,1,LIST,1,S,,,,
1387,8,5/20/2021,1,LIST,16.2,I,,,,
1388,8,5/20/2021,1,LIST,10.6,I,,,,
1389,8,5/20/2021,1,QUNI,7.5,I,,,,
1390,8,5/20/2021,1,PITA,20,I,,,,
1391,8,5/20/2021,1,PRUNUS,8.7,I,,,,
1392,8,5/20/2021,1,PITA,24.4,C,,,,
1393,8,5/20/2021,1,PITA,31.4,C,,,,
1394,8,5/20/2021,1,LIST,20.4,I,,,,
1395,8,5/20/2021,1,LIST,2.7,S,,,,
1396,8,5/20/2021,1,LIST,5.9,S,,,,
1397,8,5/20/2021,1,PITA,15.3,I,,,,
1398,8,5/20/2021,1,LIST,1,S,,,,
1399,8,5/20/2021,1,LIST,1,S,,,,
1400,8,5/20/2021,1,LIST,1,S,,,,
1401,8,5/20/2021,1,PITA,8.5,S,,,,
1402,8,5/20/2021,1,PITA,13.8,I,,,,
1403,8,5/20/2021,1,QUNI,8.1,I,,,,
1404,8,5/20/2021,1,PITA,16,I,,,,
1405,8,5/20/2021,E,PITA,18.5,I,,,,
1406,8,5/20/2021,E,LIST,17.4,I,,,,
1407,8,5/20/2021,E,PIEC,23.5,C,,,,
1408,8,5/20/2021,E,QUNI,19.4,I,,,,
1409,8,5/20/2021,FB,LIST,15.9,I,,,,
1410,8,5/20/2021,FB,PRUNUS,9.4,I,,,,
1411,8,5/20/2021,FB,VACCI,2.5,S,,,,
1412,8,5/20/2021,FB,VACCI,2.5,S,,,,
1413,8,5/20/2021,FB,VACCI,2.5,S,,,,
1414,8,5/20/2021,FB,VACCI,1.5,S,,,,
1415,8,5/20/2021,FB,LIST,26,C,,,,
1416,8,5/20/2021,2,LIST,14.5,I,,,,
1417,8,5/20/2021,2,QUAL,33.6,C,,,,
1418,8,5/20/2021,2,LIST,2.3,S,,,,
1419,8,5/20/2021,2,PIEC,20.5,I,,,,
1420,8,5/20/2021,2,LIST,4.5,S,,,,
1421,8,5/20/2021,2,VACCI,1,S,,,,
1422,8,5/20/2021,2,VACCI,1,S,,,,
1423,8,5/20/2021,2,VACCI,1,S,,,,
1424,8,5/20/2021,2,LIST,1,S,,,,
1425,8,5/20/2021,2,LIST,1,S,,,,
1426,8,5/20/2021,2,LIST,1,S,,,,
1427,8,5/20/2021,2,LIST,1,S,,,,
1428,8,5/20/2021,2,LIST,5.1,S,,,,
1429,8,5/20/2021,2,PITA,11.3,I,,,,
1430,8,5/20/2021,2,PIEC,10.4,I,,,,
1431,8,5/20/2021,2,LIST,3,S,,,,
1432,8,5/20/2021,2,LIST,19,I,,,,
1433,8,5/20/2021,2,QUNI,15.5,I,,,,
1434,8,5/20/2021,2,LIST,12.5,I,,,,
1435,8,5/20/2021,2,LIST,26.2,I,,,,
1436,8,5/20/2021,E,LIST,22.2,I,,,,
1437,8,5/20/2021,2,QUNI,24.5,C,,,,
1438,8,5/20/2021,2,PITA,11,I,,,,
1439,8,5/20/2021,2,QUNI,8.5,I,,,,
1440,8,5/20/2021,2,QUNI,11.8,I,,,,
1441,8,5/20/2021,2,LIST,17.8,I,,,,
1442,8,5/20/2021,2,QUAL,6.4,S,,,,
1443,8,5/20/2021,2,QUNI,18.8,I,,,,
1444,8,5/20/2021,2,LIST,9.8,I,,,,
1445,8,5/20/2021,2,CARYA,3.1,S,,,,
1446,8,5/20/2021,2,JUVI,9.8,S,,,,
1447,8,5/20/2021,2,LIST,2,S,,,,
1448,8,5/20/2021,2,LIST,2,S,,,,
1449,8,5/20/2021,2,LIST,2,S,,,,
1450,8,5/20/2021,2,QUNI,15,I,,,,
1451,8,5/20/2021,2,LIST,7,S,,,,
1452,8,5/20/2021,2,PITA,10.7,S,,,,
1453,8,5/20/2021,E,PRUNUS,11.5,I,,,,
1454,8,5/20/2021,E,QUNI,20.2,C,,,,
1455,8,5/20/2021,E,LIST,14.4,I,,,,
1456,8,5/20/2021,E,PITA,59.5,D,,,,
1457,8,5/20/2021,E,PIEC,21.8,C,,,,
1458,8,5/20/2021,E,PITA,40.5,C,,,,
1459,8,5/20/2021,FB,LIST,8.5,I,,,,
1460,8,5/20/2021,FB,PRUNUS,8.5,I,,,,
1461,8,5/20/2021,FB,PITA,41.1,D,,,,
1462,8,5/20/2021,FB,PRUNUS,6.5,S,,,,
1463,8,5/20/2021,FB,LIST,15.4,I,,,,
1464,8,5/20/2021,FB,QUFA,17,I,,,,
1465,8,5/20/2021,FB,LIST,15.9,I,,,,
1466,8,5/20/2021,FB,VACCI,2,S,,,,
1467,8,5/20/2021,FB,VACCI,2,S,,,,
1468,8,5/20/2021,FB,VACCI,2,S,,,,
1469,8,5/20/2021,3,PIEC,26.1,C,,,,
1470,8,5/20/2021,3,LIST,11.9,I,,,,
1471,8,5/20/2021,3,PITA,14.7,I,,,,
1472,8,5/20/2021,3,LIST,11.5,I,,,,
1473,8,5/20/2021,3,LIST,9.9,I,,,,
1474,8,5/20/2021,3,VACCI,2,S,,,,
1475,8,5/20/2021,3,VACCI,2,S,,,,
1476,8,5/20/2021,3,VACCI,1.5,S,,,,
1477,8,5/20/2021,3,VACCI,1.5,S,,,,
1478,8,5/20/2021,3,VACCI,1.5,S,,,,
1479,8,5/20/2021,3,LIST,1.7,S,,,,
1480,8,5/20/2021,E,PITA,50.6,D,,,,
1481,8,5/20/2021,3,LIST,6.6,S,,,,
1482,8,5/20/2021,3,LIST,5.5,S,,,,
1483,8,5/20/2021,3,LIST,2,S,,,,
1484,8,5/20/2021,3,LIST,11.9,I,,,,
1485,8,5/20/2021,3,LIST,8,S,,,,
1486,8,5/20/2021,3,LIST,13,I,,,,
1487,8,5/20/2021,3,LIST,3.4,S,,,,
1488,8,5/20/2021,3,LIST,9.9,S,,,,
1489,8,5/20/2021,3,LIST,15.3,I,,,,
1490,8,5/20/2021,3,PIEC,26,C,,,,
1491,8,5/20/2021,3,LIST,4.7,S,,,,
1492,8,5/20/2021,3,QUNI,30.5,C,,,,
1493,8,5/20/2021,3,LIST,7.8,S,,,,
1494,8,5/20/2021,3,LIST,4,S,,,,
1495,8,5/20/2021,3,LIST,1.6,S,,,,
1496,8,5/20/2021,3,LIST,6.5,S,,,,
1497,8,5/20/2021,3,QUNI,14.5,I,,,,
1498,8,5/20/2021,3,LIST,3.1,S,,,,
1499,8,5/20/2021,3,LIST,3.5,S,,,,
1500,8,5/20/2021,3,LIST,9.8,S,,,,
1501,8,5/20/2021,3,LIST,9.5,I,,,,
1502,8,5/20/2021,3,QUNI,11.1,I,,,,
1503,8,5/20/2021,3,PITA,63,D,,,,
