stem_id,plot,date,location,species,dbh,canopy,genus_species,common_name,functional_group,treatment_number,thin_lvl,burn_szn,notes
2205,12,###############################################################################################################################################################################################################################################################,1,LIST,16.6,I,Liquidambar styraciflua,sweetgum,mesophyte,1,control,NA,NA
2206,12,###############################################################################################################################################################################################################################################################,1,PRUNUS,8.6,S,Prunus sp.,cherry,mesophyte,1,control,NA,NA
2207,12,###############################################################################################################################################################################################################################################################,1,QUNI,28,C,Quercus nigra,water oak,mesophyte,1,control,NA,NA
2208,12,###############################################################################################################################################################################################################################################################,1,LIST,15.1,I,Liquidambar styraciflua,sweetgum,mesophyte,1,control,NA,NA
2209,12,###############################################################################################################################################################################################################################################################,FB,VACCI,2,S,Vaccinium sp.,blueberry,mesophyte,1,control,NA,NA
2210,12,###############################################################################################################################################################################################################################################################,FB,VACCI,2,S,Vaccinium sp.,blueberry,mesophyte,1,control,NA,NA
2211,12,###############################################################################################################################################################################################################################################################,FB,ULAL,6,I,Ulmus alata,winged elm,mesophyte,1,control,NA,NA
2212,12,###############################################################################################################################################################################################################################################################,E,QUNI,20.4,C,Quercus nigra,water oak,mesophyte,1,control,NA,NA
2213,12,###############################################################################################################################################################################################################################################################,E,LIST,22.4,C,Liquidambar styraciflua,sweetgum,mesophyte,1,control,NA,NA
2214,12,###############################################################################################################################################################################################################################################################,E,LIST,24.5,C,Liquidambar styraciflua,sweetgum,mesophyte,1,control,NA,NA
2215,12,###############################################################################################################################################################################################################################################################,E,QUNI,18.5,I,Quercus nigra,water oak,mesophyte,1,control,NA,NA
2216,12,###############################################################################################################################################################################################################################################################,E,QUNI,18.5,I,Quercus nigra,water oak,mesophyte,1,control,NA,NA
2217,12,###############################################################################################################################################################################################################################################################,2,ULAL,8.3,S,Ulmus alata,winged elm,mesophyte,1,control,NA,NA
2218,12,###############################################################################################################################################################################################################################################################,2,LIST,14.7,I,Liquidambar styraciflua,sweetgum,mesophyte,1,control,NA,NA
2219,12,###############################################################################################################################################################################################################################################################,2,LIST,13.4,I,Liquidambar styraciflua,sweetgum,mesophyte,1,control,NA,NA
2220,12,###############################################################################################################################################################################################################################################################,2,LIST,19.2,I,Liquidambar styraciflua,sweetgum,mesophyte,1,control,NA,NA
2221,12,###############################################################################################################################################################################################################################################################,2,NYSY,10.5,I,Nyssa sylvatica,black gum,mesophyte,1,control,NA,NA
2222,12,###############################################################################################################################################################################################################################################################,2,QUNI,33.3,C,Quercus nigra,water oak,mesophyte,1,control,NA,NA
2223,12,###############################################################################################################################################################################################################################################################,2,NYSY,5.1,S,Nyssa sylvatica,black gum,mesophyte,1,control,NA,NA
2224,12,###############################################################################################################################################################################################################################################################,2,QUNI,29.2,C,Quercus nigra,water oak,mesophyte,1,control,NA,NA
2225,12,###############################################################################################################################################################################################################################################################,2,NYSY,3.5,S,Nyssa sylvatica,black gum,mesophyte,1,control,NA,NA
2226,12,###############################################################################################################################################################################################################################################################,2,NYSY,6.6,S,Nyssa sylvatica,black gum,mesophyte,1,control,NA,NA
2227,12,###############################################################################################################################################################################################################################################################,2,NYSY,6.5,S,Nyssa sylvatica,black gum,mesophyte,1,control,NA,NA
2228,12,###############################################################################################################################################################################################################################################################,2,LIST,17.6,I,Liquidambar styraciflua,sweetgum,mesophyte,1,control,NA,NA
2229,12,###############################################################################################################################################################################################################################################################,2,QUAL,12,I,Quercus alba,white oak,hardwood pyro,1,control,NA,NA
2230,12,###############################################################################################################################################################################################################################################################,2,NYSY,8.1,I,Nyssa sylvatica,black gum,mesophyte,1,control,NA,NA
2231,12,###############################################################################################################################################################################################################################################################,2,LITU,16.6,I,Liquidambar styraciflua,tulip poplar,mesophyte,1,control,NA,NA
2232,12,###############################################################################################################################################################################################################################################################,2,QUFA,36.5,C,Quercus falcata,southern red oak,hardwood pyro,1,control,NA,NA
2233,12,###############################################################################################################################################################################################################################################################,2,LIST,30.7,C,Liquidambar styraciflua,sweetgum,mesophyte,1,control,NA,NA
2234,12,###############################################################################################################################################################################################################################################################,2,QUNI,11.2,I,Quercus nigra,water oak,mesophyte,1,control,NA,NA
2235,12,###############################################################################################################################################################################################################################################################,2,LIST,10,I,Liquidambar styraciflua,sweetgum,mesophyte,1,control,NA,NA
2236,12,###############################################################################################################################################################################################################################################################,2,QUNI,17.7,I,Quercus nigra,water oak,mesophyte,1,control,NA,NA
2237,12,###############################################################################################################################################################################################################################################################,2,PRUNUS,5.6,S,Prunus sp.,cherry,mesophyte,1,control,NA,NA
2238,12,###############################################################################################################################################################################################################################################################,2,LIST,13.8,I,Liquidambar styraciflua,sweetgum,mesophyte,1,control,NA,NA
2239,12,###############################################################################################################################################################################################################################################################,2,VACCI,2,S,Vaccinium sp.,blueberry,mesophyte,1,control,NA,NA
2240,12,###############################################################################################################################################################################################################################################################,2,QUNI,27.3,C,Quercus nigra,water oak,mesophyte,1,control,NA,NA
2241,12,###############################################################################################################################################################################################################################################################,2,PITA,58.2,D,Pinus taeda,loblolly pine,pine,1,control,NA,NA
2242,12,###############################################################################################################################################################################################################################################################,2,LIST,7.3,S,Liquidambar styraciflua,sweetgum,mesophyte,1,control,NA,NA
2243,12,###############################################################################################################################################################################################################################################################,E,QUAL,31.2,C,Quercus alba,white oak,hardwood pyro,1,control,NA,NA
2244,12,###############################################################################################################################################################################################################################################################,E,QUNI,26,C,Quercus nigra,water oak,mesophyte,1,control,NA,NA
2245,12,###############################################################################################################################################################################################################################################################,2,PIEC,19.8,I,Pinus echinata,shortleaf pine,pine,1,control,NA,NA
2246,12,###############################################################################################################################################################################################################################################################,2,LIST,7.4,S,Liquidambar styraciflua,sweetgum,mesophyte,1,control,NA,NA
2247,12,###############################################################################################################################################################################################################################################################,2,QUNI,18.7,I,Quercus nigra,water oak,mesophyte,1,control,NA,NA
2248,12,###############################################################################################################################################################################################################################################################,2,PIEC,16.2,I,Pinus echinata,shortleaf pine,pine,1,control,NA,NA
2249,12,###############################################################################################################################################################################################################################################################,2,NYSY,5.4,S,Nyssa sylvatica,black gum,mesophyte,1,control,NA,NA
2250,12,###############################################################################################################################################################################################################################################################,E,LIST,32.5,C,Liquidambar styraciflua,sweetgum,mesophyte,1,control,NA,NA
2251,12,###############################################################################################################################################################################################################################################################,E,ACRU,12.7,I,Acer rubrum,red maple,mesophyte,1,control,NA,NA
2252,12,###############################################################################################################################################################################################################################################################,E,COFL,4.1,S,Cornus florida,dogwood,mesophyte,1,control,NA,NA
2253,12,###############################################################################################################################################################################################################################################################,2,VACCI,4,S,Vaccinium sp.,blueberry,mesophyte,1,control,NA,NA
2254,12,###############################################################################################################################################################################################################################################################,2,LIST,33.2,C,Liquidambar styraciflua,sweetgum,mesophyte,1,control,NA,NA
2255,12,###############################################################################################################################################################################################################################################################,2,PIEC,32.7,D,Pinus echinata,shortleaf pine,pine,1,control,NA,NA
